"iter_num","beta_hat","sigma_hat","beta_lcb","beta_ucb","runtime","beta_true","sigma_true","n"
1,7.94144171101428,0.929635090188886,7.69560342171858,8.18728000030998,0.00422930717468262,8,1,64
2,7.95127813102502,0.992935762114241,7.7212179109032,8.18133835114684,0.0118827819824219,8,1,64
3,7.93348217278483,0.932270867503132,7.70281216974495,8.1641521758247,0.000734806060791016,8,1,64
4,8.10193982117301,1.00695221474358,7.87161950307102,8.33226013927499,0.000609636306762695,8,1,64
5,7.841194917756,0.980350806218727,7.61704486318048,8.06534497233151,0.000597238540649414,8,1,64
6,8.12278803950939,1.03243805811872,7.89541691679613,8.35015916222265,0.000595569610595703,8,1,64
7,7.99575701782232,0.942546501885038,7.76117875904954,8.2303352765951,0.000601530075073242,8,1,64
8,8.02606625938394,0.958588562141191,7.75300626927285,8.29912624949503,0.000577926635742188,8,1,64
9,7.81764146784932,0.912666230646644,7.62061537189038,8.01466756380826,0.000585317611694336,8,1,64
10,7.98549750769438,1.12962167748965,7.71819869156252,8.25279632382624,0.000565767288208008,8,1,64
11,8.19048528285928,0.923624502513341,7.91749604623332,8.46347451948524,0.000573635101318359,8,1,64
12,8.04421363746751,0.983939276780169,7.78932180387408,8.29910547106094,0.000576972961425781,8,1,64
13,7.75579407757311,1.05310934703685,7.46668335299884,8.04490480214739,0.000575065612792969,8,1,64
14,8.05176772201189,1.11780574636004,7.79715472515309,8.30638071887068,0.000577926635742188,8,1,64
15,8.0870734834309,0.960712392177851,7.87500657117742,8.29914039568438,0.000566005706787109,8,1,64
16,8.30554291340758,0.910296291343421,8.08404461650246,8.5270412103127,0.000573873519897461,8,1,64
17,8.00618644434737,1.09025793875893,7.74406700246525,8.26830588622949,0.000558614730834961,8,1,64
18,8.00067628333099,0.904776551512387,7.78931789135816,8.21203467530381,0.000569581985473633,8,1,64
19,7.90423895518372,1.06046234927728,7.60307910723731,8.20539880313013,0.000571489334106445,8,1,64
20,8.12769749692044,0.908309959294001,7.86126039678557,8.39413459705532,0.000565528869628906,8,1,64
21,8.08537188608228,1.0043265378635,7.84825735648546,8.3224864156791,0.000570774078369141,8,1,64
22,8.00942516842843,1.00225330373907,7.77362705516354,8.24522328169331,0.000558614730834961,8,1,64
23,7.87448804568783,1.02260339239794,7.63552822807545,8.1134478633002,0.000571012496948242,8,1,64
24,8.03090088527119,1.08006024859086,7.74244513314214,8.31935663740023,0.000566005706787109,8,1,64
25,8.16476294028306,0.92864277035487,7.94596205886564,8.38356382170048,0.000559806823730469,8,1,64
26,8.12925315071099,0.815442158820445,7.94573450082421,8.31277180059777,0.000565052032470703,8,1,64
27,8.21520913565953,0.835471133232617,7.99132133748381,8.43909693383526,0.000567913055419922,8,1,64
28,7.98395373862631,0.994958287132647,7.70847723647212,8.2594302407805,0.000566959381103516,8,1,64
29,8.10783369017922,1.0925689833355,7.83981925889906,8.37584812145938,0.000566959381103516,8,1,64
30,7.97271945114746,1.07175332854985,7.69198163320798,8.25345726908695,0.000552177429199219,8,1,64
31,8.07736234459014,0.955043919363703,7.82551165134571,8.32921303783458,0.000554800033569336,8,1,64
32,7.84198586039408,1.14665384557466,7.54010384407873,8.14386787670944,0.000551939010620117,8,1,64
33,7.9398120876629,1.00309211814986,7.6922995053311,8.18732466999471,0.000564813613891602,8,1,64
34,8.25005701484038,0.970015963299682,8.01201356377307,8.48810046590768,0.000555992126464844,8,1,64
35,8.2686795492059,0.962910515136923,8.02742890616095,8.50993019225086,0.000576019287109375,8,1,64
36,7.87559745642752,0.778011314632593,7.68204764623582,8.06914726661923,0.000571012496948242,8,1,64
37,7.98434925215672,0.95439360379641,7.73265882034459,8.23603968396884,0.000536441802978516,8,1,64
38,7.83095916485999,1.04972086735052,7.58565534982703,8.07626297989296,0.000560760498046875,8,1,64
39,8.0446745721984,0.814419730893086,7.84369029285413,8.24565885154268,0.000550508499145508,8,1,64
40,7.95381467590085,0.928404667937193,7.68303292893263,8.22459642286906,0.00181007385253906,8,1,64
41,8.10842490388232,0.943402317686514,7.89426129374523,8.3225885140194,0.000632286071777344,8,1,64
42,7.98217323454849,1.1756698800495,7.68709829171076,8.27724817738623,0.000608205795288086,8,1,64
43,7.88046208872646,1.01831864696626,7.59371734349313,8.16720683395978,0.000594854354858398,8,1,64
44,8.01642157282025,0.967830491855074,7.80180727155405,8.23103587408644,0.000603437423706055,8,1,64
45,8.06602897633423,1.1503217977472,7.72125520031264,8.41080275235582,0.000587224960327148,8,1,64
46,7.88194347575894,0.982452342526604,7.63703237350319,8.12685457801469,0.000572681427001953,8,1,64
47,7.99821728462893,1.05954975965376,7.71801437853161,8.27842019072625,0.000563383102416992,8,1,64
48,8.19036006545214,0.888053112703012,7.9526316537909,8.42808847711338,0.000576972961425781,8,1,64
49,7.82235919396509,1.05568489535963,7.54079449956671,8.10392388836348,0.000573635101318359,8,1,64
