"iter_num","beta_hat","sigma_hat","beta_lcb","beta_ucb","runtime","beta_true","sigma_true","n"
1,2.0451195190642,1.73163945116116,1.63855011366085,2.45168892446755,0.00424551963806152,2,2,64
2,1.74852133477328,2.18543565573132,1.12593623739004,2.37110643215653,0.0112113952636719,2,2,64
3,1.86680017361824,2.04551591381086,1.32143046500097,2.41216988223552,0.000680446624755859,2,2,64
4,2.15598819435087,2.2909939442814,1.49968708324025,2.81228930546149,0.000597238540649414,2,2,64
5,1.7869759600439,2.19194176046937,1.15126621149423,2.42268570859356,0.000598907470703125,2,2,64
6,2.08642932702517,2.1272712277502,1.56591324836751,2.60694540568282,0.000581979751586914,2,2,64
7,1.85075042243074,1.94326635675581,1.33862426479712,2.36287658006436,0.000591754913330078,2,2,64
8,1.83924883591869,2.14445514841908,1.30342368858268,2.3750739832547,0.000578641891479492,2,2,64
9,1.80945392859898,2.0148988831745,1.32043666964953,2.29847118754843,0.000580310821533203,2,2,64
10,1.80299275736098,2.24291151778664,1.2642080222896,2.34177749243237,0.000577926635742188,2,2,64
11,2.4608747949429,2.3732832816119,1.80166620154766,3.12008338833814,0.000567197799682617,2,2,64
12,2.02415975708947,1.77203234290441,1.60529478132529,2.44302473285365,0.000569581985473633,2,2,64
13,1.65752455649574,1.9546975727992,1.17874143217779,2.1363076808137,0.000552654266357422,2,2,64
14,1.34736380986382,2.07542770545977,0.836897309042703,1.85783031068493,0.000578641891479492,2,2,64
15,2.22670163973978,2.26209130041259,1.72009762946639,2.73330565001317,0.000563383102416992,2,2,64
16,2.11467223517589,2.05058967926117,1.6032844094331,2.62606006091869,0.000571966171264648,2,2,64
17,2.32610825510285,1.88356916580708,1.84061091111543,2.81160559909027,0.000585556030273438,2,2,64
18,2.30838501874364,2.04526803209852,1.77893171970137,2.8378383177859,0.000571727752685547,2,2,64
19,1.87325977645008,2.19770921220152,1.28816666056856,2.4583528923316,0.000570297241210938,2,2,64
20,2.30841498465794,2.22947151780087,1.68941597953617,2.92741398977971,0.000591754913330078,2,2,64
21,2.15141884973866,1.64698195977453,1.67376505972466,2.62907263975266,0.000578641891479492,2,2,64
22,1.46287741071139,2.05367573081934,0.906389606273172,2.01936521514962,0.000602006912231445,2,2,64
23,1.8009965138091,2.38252233050858,1.18347311039436,2.41851991722384,0.000574827194213867,2,2,64
24,1.86446261803726,2.22169818522479,1.25465429184024,2.47427094423429,0.000580310821533203,2,2,64
25,2.07579292714955,1.8176510337142,1.61018189628111,2.54140395801798,0.000571012496948242,2,2,64
26,2.08725375258887,2.51036799832895,1.58096097761648,2.59354652756125,0.000567436218261719,2,2,64
27,1.95547785001232,1.93334044013482,1.56086573501886,2.35008996500578,0.000583171844482422,2,2,64
28,1.94561722404649,1.8496210615305,1.45431801493661,2.43691643315637,0.000574350357055664,2,2,64
29,2.2705347370951,2.05233406502147,1.71173327573942,2.82933619845079,0.000558137893676758,2,2,64
30,2.40374909787689,2.02668387943447,1.8930276982694,2.91447049748439,0.000552654266357422,2,2,64
31,1.88594658667209,2.35386359379728,1.26571967295583,2.50617350038834,0.000548124313354492,2,2,64
32,2.0187258026978,2.1085363238871,1.57801285037122,2.45943875502439,0.000562667846679688,2,2,64
33,2.0186326625581,1.94428298276087,1.48300283105177,2.55426249406444,0.000554323196411133,2,2,64
34,1.66839349099319,2.26140574060028,0.982554100913663,2.35423288107272,0.000557422637939453,2,2,64
35,1.95944143430276,1.85357197856927,1.52985740775778,2.38902546084775,0.000545978546142578,2,2,64
36,1.49869961206701,2.09292296436152,0.953987560410327,2.04341166372369,0.000554084777832031,2,2,64
37,1.87878489925602,2.09844131831346,1.37050542042709,2.38706437808495,0.000550031661987305,2,2,64
38,1.95875018471194,1.95680066073751,1.49982590331606,2.41767446610781,0.000544548034667969,2,2,64
39,1.71756457597966,1.76037503711909,1.28475256554203,2.15037658641729,0.000546455383300781,2,2,64
40,1.93745744524846,2.16433674171787,1.35031195116595,2.52460293933096,0.00174379348754883,2,2,64
41,1.68621308602631,1.86763000362944,1.21742103254885,2.15500513950378,0.000632524490356445,2,2,64
42,1.85681821537092,1.87241770032425,1.35457242052072,2.35906401022113,0.000606536865234375,2,2,64
43,1.66874849379461,2.16741640232067,1.1829539020439,2.15454308554532,0.00057220458984375,2,2,64
44,2.3153506384807,2.04643322562773,1.7809333869811,2.84976788998029,0.000576496124267578,2,2,64
45,2.12513383856866,1.85061334791528,1.68525814157803,2.56500953555929,0.000564098358154297,2,2,64
