"iter_num","beta_hat","sigma_hat","beta_lcb","beta_ucb","runtime","beta_true","sigma_true","n"
1,8.03786381174229,0.946414388045955,7.88038629956913,8.19534132391546,0.00429940223693848,8,1,128
2,7.89729742762173,1.02876282537042,7.71367754535531,8.08091730988816,0.0127151012420654,8,1,128
3,7.83217477189903,1.04916939781993,7.64460806384216,8.01974147995591,0.000942230224609375,8,1,128
4,7.99322687384885,0.951276913918672,7.82143158415523,8.16502216354247,0.000795364379882812,8,1,128
5,8.08478889996972,0.952759745782395,7.92107484416372,8.24850295577572,0.000743865966796875,8,1,128
6,7.97674197186492,0.99508851532844,7.81658348300604,8.13690046072379,0.000732183456420898,8,1,128
7,8.05011196550681,1.01039091226959,7.89326443323544,8.20695949777818,0.000712871551513672,8,1,128
8,8.09001978813913,1.07259199586442,7.88376465792417,8.29627491835408,0.000682353973388672,8,1,128
9,7.98197318917364,0.992525149173279,7.79856316220238,8.16538321614491,0.00065159797668457,8,1,128
10,7.98422872701459,0.942040723950138,7.83707439009617,8.13138306393301,0.000669956207275391,8,1,128
11,8.10808255926091,1.03617179779683,7.92976886996255,8.28639624855928,0.000652551651000977,8,1,128
12,7.92113004780287,1.12286207348381,7.72974691720915,8.11251317839659,0.000628948211669922,8,1,128
13,7.93744924370945,0.982077794111763,7.76594817794316,8.10895030947574,0.000621318817138672,8,1,128
14,7.92911109525062,0.99796753239093,7.76432224997186,8.09389994052938,0.000587701797485352,8,1,128
15,7.87512417258022,1.02422946400315,7.70359365758628,8.04665468757415,0.000592947006225586,8,1,128
16,8.00967032414709,0.939639764890552,7.84966794829216,8.16967270000202,0.000613212585449219,8,1,128
17,8.15902972549433,0.91323213728208,7.97810180417448,8.33995764681418,0.000586032867431641,8,1,128
18,8.00807967990761,1.00658681670724,7.83944023576414,8.17671912405108,0.000590085983276367,8,1,128
19,7.90303675306602,1.0861599295384,7.72604774624954,8.0800257598825,0.000593662261962891,8,1,128
20,7.95271290524849,0.918483454992049,7.79350956349048,8.1119162470065,0.000584602355957031,8,1,128
21,8.03534696160567,1.02828379743086,7.8351999016358,8.23549402157555,0.000601530075073242,8,1,128
22,8.0356957321143,0.932364468227124,7.86816189023103,8.20322957399756,0.000591754913330078,8,1,128
23,7.92433840251597,0.882401843060627,7.76706002109129,8.08161678394066,0.000601530075073242,8,1,128
24,7.9870878704585,1.02906747781917,7.79760378700782,8.17657195390919,0.000584602355957031,8,1,128
25,8.01691824689999,1.07329812556246,7.84850325277131,8.18533324102867,0.000580787658691406,8,1,128
26,7.87632356462905,1.09584030208613,7.70055634648354,8.05209078277456,0.00058436393737793,8,1,128
27,7.8024281913299,0.974972051131366,7.63019325539894,7.97466312726086,0.000582218170166016,8,1,128
28,8.00770475930969,1.14238502703016,7.80044481347281,8.21496470514656,0.000596523284912109,8,1,128
29,7.95154724818969,1.03467657981982,7.77588049481547,8.12721400156391,0.000592231750488281,8,1,128
30,7.93099117083937,1.01100935058195,7.74201038187651,8.11997195980222,0.000567913055419922,8,1,128
31,7.90232339124415,0.849119923528456,7.73828256649381,8.06636421599449,0.000574588775634766,8,1,128
32,8.04498396647007,1.03283742201431,7.85650093689633,8.23346699604381,0.000561714172363281,8,1,128
33,8.14149597754624,0.991536466573836,7.97094526097,8.31204669412248,0.000576972961425781,8,1,128
34,8.03641586221417,0.96298123746139,7.85761485088876,8.21521687353958,0.000566005706787109,8,1,128
35,8.07683204958749,0.934586685956463,7.90516275482659,8.24850134434839,0.000569820404052734,8,1,128
36,7.82984949964473,0.985375383104917,7.64148277326791,8.01821622602155,0.000580549240112305,8,1,128
37,8.13386894738954,0.926596529144557,7.96760945860918,8.30012843616991,0.000568628311157227,8,1,128
38,8.06170529407119,1.04046984206592,7.85199684223548,8.2714137459069,0.000562906265258789,8,1,128
39,8.0584099619586,1.16555995340106,7.85483257697663,8.26198734694057,0.000561952590942383,8,1,128
40,8.24872630094525,0.909206185473389,8.06148963515321,8.43596296673729,0.00185298919677734,8,1,128
41,8.09272745286533,1.00152174008827,7.91339383585315,8.27206106987751,0.000648736953735352,8,1,128
42,7.9793462329502,1.04578967123501,7.75946869139825,8.19922377450215,0.000624895095825195,8,1,128
43,8.04620156890536,0.969201028010959,7.87372213511632,8.2186810026944,0.000595569610595703,8,1,128
44,7.99278921555778,1.00884476083659,7.82418465236221,8.16139377875335,0.000599384307861328,8,1,128
45,7.85363424310867,1.00437436530136,7.67244764974735,8.03482083646999,0.000600099563598633,8,1,128
46,7.92103750782124,1.07782323883795,7.73770573996427,8.10436927567821,0.000569820404052734,8,1,128
47,7.96206793273064,1.10774975244564,7.7661938799609,8.15794198550037,0.000576019287109375,8,1,128
48,7.82971439056657,1.08425178469827,7.63589177402626,8.02353700710689,0.00057220458984375,8,1,128
49,7.97360738033485,1.02219374683393,7.80409723827432,8.14311752239538,0.000588178634643555,8,1,128
50,7.84716499622076,1.06204667052945,7.62052104535481,8.07380894708671,0.000592231750488281,8,1,128
51,7.88669487332912,0.996037331986503,7.69496413510774,8.07842561155049,0.000579118728637695,8,1,128
52,7.95524818573943,1.03981964499647,7.76552048177831,8.14497588970054,0.000601053237915039,8,1,128
53,8.05877845618565,0.985716741607984,7.86505516942463,8.25250174294668,0.000584602355957031,8,1,128
54,7.87694526497242,0.976306432318197,7.7068836206218,8.04700690932305,0.000588417053222656,8,1,128
55,8.03929424994301,0.899578912813901,7.8783073823877,8.20028111749833,0.00059819221496582,8,1,128
56,8.05760442204659,0.934672414169859,7.89753795791519,8.217670886178,0.000578880310058594,8,1,128
57,7.82289103957835,0.98690533896156,7.65596473496325,7.98981734419345,0.000601053237915039,8,1,128
58,7.82539101481419,0.962051416625911,7.66774124586733,7.98304078376106,0.000588655471801758,8,1,128
59,7.94817084892761,0.941405299885941,7.7831853835855,8.11315631426972,0.000587701797485352,8,1,128
60,7.91473276807607,1.00567903293782,7.73645929611831,8.09300624003382,0.000585317611694336,8,1,128
61,7.93012033118571,1.08666040464006,7.76574702236553,8.09449364000588,0.000583887100219727,8,1,128
62,7.93914787580813,0.952717617736813,7.77899491209774,8.09930083951853,0.000582456588745117,8,1,128
63,8.01709091301069,1.06032456811729,7.85285075818223,8.18133106783915,0.000585079193115234,8,1,128
64,7.95732335218939,0.961800943152946,7.7837345151192,8.13091218925958,0.000586509704589844,8,1,128
65,8.0653120637819,0.93539276452497,7.92207528764701,8.20854883991679,0.000589132308959961,8,1,128
66,7.94772141028599,0.941292551008725,7.79608051821313,8.09936230235884,0.000582218170166016,8,1,128
67,7.91072470564912,1.0109010029008,7.73427293788632,8.08717647341192,0.000582218170166016,8,1,128
68,8.10292380230307,1.06885298122091,7.92412650586154,8.2817210987446,0.00057220458984375,8,1,128
69,7.92005738879667,1.02238604528289,7.73582789590052,8.10428688169282,0.000579118728637695,8,1,128
70,8.07288687483408,0.903989436123609,7.92215804997001,8.22361569969815,0.000583410263061523,8,1,128
71,8.00900577078842,0.976805799083035,7.85051340323851,8.16749813833833,0.000581502914428711,8,1,128
72,7.92800900737078,1.08873907113791,7.72516839742234,8.13084961731922,0.000588655471801758,8,1,128
73,7.9088423096819,1.06759500590237,7.70255128433378,8.11513333503002,0.00057530403137207,8,1,128
74,8.00526630481856,0.954882197768196,7.8305418842799,8.17999072535722,0.000582456588745117,8,1,128
75,8.02690342394714,1.02623553480623,7.81814542538473,8.23566142250955,0.000582456588745117,8,1,128
76,7.99691138668096,0.864642413347094,7.83020311982446,8.16361965353746,0.000566482543945312,8,1,128
77,8.06759218438595,0.971324852301432,7.89910337448687,8.23608099428504,0.00059199333190918,8,1,128
78,7.9095362547916,1.07179337502173,7.71637947500682,8.10269303457639,0.00183773040771484,8,1,128
79,8.04518382476357,1.04305514988446,7.88184050313751,8.20852714638963,0.000613212585449219,8,1,128
80,7.97811058996677,0.975869501992816,7.82122536532649,8.13499581460705,0.000666379928588867,8,1,128
81,8.10925270021705,0.969314211458483,7.95142939476571,8.26707600566839,0.000599384307861328,8,1,128
82,7.81432249919657,0.908440178876115,7.64983001693626,7.97881498145688,0.000590085983276367,8,1,128
83,7.96696999894012,0.983448971746903,7.8072043855182,8.12673561236204,0.00062251091003418,8,1,128
84,8.05753571463782,0.928204922589537,7.89331651828718,8.22175491098846,0.00059056282043457,8,1,128
85,7.96386314503331,1.0206528334896,7.77707456033685,8.15065172972977,0.000577211380004883,8,1,128
86,7.97632669836748,1.10339703290527,7.80422614916704,8.14842724756793,0.000579833984375,8,1,128
87,8.06892369631407,1.02807679187879,7.87733372564165,8.2605136669865,0.000583171844482422,8,1,128
88,7.99085455635418,0.991526425680643,7.81228422766435,8.16942488504401,0.000592231750488281,8,1,128
89,8.03827825136104,1.05043876132203,7.86972171063276,8.20683479208931,0.000594377517700195,8,1,128
90,8.04054715538682,0.954988511307711,7.8637711544162,8.21732315635745,0.000579833984375,8,1,128
91,8.07504335936288,0.915461792522591,7.92073439537384,8.22935232335193,0.000598907470703125,8,1,128
92,7.92901567523989,1.0421435402005,7.74668518740101,8.11134616307877,0.000591516494750977,8,1,128
93,7.99712593294356,0.983502466131338,7.81509142132837,8.17916044455876,0.000589370727539062,8,1,128
94,8.02634190021202,0.894404271559346,7.8449031792932,8.20778062113083,0.000586748123168945,8,1,128
95,8.00637701608917,0.955200274148445,7.83371112192263,8.1790429102557,0.000577688217163086,8,1,128
96,8.0359587482468,0.918038853865555,7.89089308058334,8.18102441591026,0.000590324401855469,8,1,128
97,8.01875974024716,1.08344133206902,7.82718393222753,8.2103355482668,0.000590801239013672,8,1,128
98,8.02213626385858,0.986344616690996,7.84759783072064,8.19667469699652,0.00058436393737793,8,1,128
99,7.87826964193313,0.982125230650736,7.69548038300663,8.06105890085963,0.000585079193115234,8,1,128
100,8.04619060122991,1.05496871937543,7.84466046090179,8.24772074155803,0.000566244125366211,8,1,128
