"iter_num","beta_hat","sigma_hat","beta_lcb","beta_ucb","runtime","beta_true","sigma_true","n"
1,2.01813746206323,0.276362311421234,1.98172912169765,2.05454580242881,0.00401854515075684,2,0.25,256
2,1.98656563528437,0.263062064117988,1.95453580903872,2.01859546153003,0.011249303817749,2,0.25,256
3,2.01583204387926,0.279642224515453,1.98084439080281,2.05081969695572,0.00075840950012207,2,0.25,256
4,1.98032274915466,0.231639314045869,1.95334767657128,2.00729782173803,0.000646352767944336,2,0.25,256
5,2.00422015294223,0.27360252587791,1.97045729872311,2.03798300716134,0.000636100769042969,2,0.25,256
6,2.00178358498108,0.264364901133643,1.96887690297582,2.03469026698634,0.000620841979980469,2,0.25,256
7,1.98826442582294,0.273941198011944,1.95274480038136,2.02378405126452,0.000630378723144531,2,0.25,256
8,1.98532303751252,0.252360452044149,1.95266246056058,2.01798361446446,0.00059819221496582,2,0.25,256
9,1.99436568072559,0.247580188851844,1.9632964303777,2.02543493107348,0.000605344772338867,2,0.25,256
10,1.97150358906241,0.240478588522438,1.94269619992482,2.0003109782,0.000628232955932617,2,0.25,256
11,2.00229727031682,0.253826884130891,1.97045930521925,2.0341352354144,0.000604152679443359,2,0.25,256
12,1.98888142138556,0.236114606334948,1.95953687118367,2.01822597158744,0.000621557235717773,2,0.25,256
13,1.98592274543512,0.25315568506602,1.95433166734284,2.01751382352739,0.000612020492553711,2,0.25,256
14,2.00238891572226,0.247316364853924,1.97381649474925,2.03096133669526,0.000655651092529297,2,0.25,256
15,1.9719752445319,0.221894884736663,1.9433999082817,2.00055058078209,0.000620365142822266,2,0.25,256
16,2.00605764364168,0.258128017177044,1.97301029232146,2.0391049949619,0.000595808029174805,2,0.25,256
17,2.01059455192389,0.242370199734666,1.97866994137213,2.04251916247566,0.000608205795288086,2,0.25,256
18,1.98303005047597,0.248474977159962,1.9512523911238,2.01480770982813,0.000607490539550781,2,0.25,256
19,1.98505598424281,0.276951620846109,1.94976329409777,2.02034867438785,0.000602483749389648,2,0.25,256
20,2.00857035471336,0.258622738199069,1.97666011786507,2.04048059156166,0.000628232955932617,2,0.25,256
21,2.01705172308111,0.27109412418618,1.98291320464057,2.05119024152164,0.000621795654296875,2,0.25,256
22,1.9980564439479,0.248024170089744,1.96746437374373,2.02864851415207,0.000597238540649414,2,0.25,256
23,2.00284618692711,0.259883304760419,1.96751384735754,2.03817852649668,0.000634670257568359,2,0.25,256
24,1.99426948893743,0.247339750666916,1.96380409280877,2.0247348850661,0.000602006912231445,2,0.25,256
