"iter_num","beta_hat","sigma_hat","beta_lcb","beta_ucb","runtime","beta_true","sigma_true","n"
1,3.98727850529485,0.967897694396344,3.90515851128333,4.06939849930638,0.00424313545227051,4,1,512
2,3.89981621981518,1.00075019232741,3.81849170898102,3.98114073064935,0.0107927322387695,4,1,512
3,4.06810339238431,0.954244818862698,3.987203617782,4.14900316698662,0.00084996223449707,4,1,512
4,3.97442763063858,1.01493254666541,3.8862535081075,4.06260175316967,0.000741481781005859,4,1,512
5,4.00210212355227,0.968220242500358,3.91631727030323,4.0878869768013,0.000680446624755859,4,1,512
6,4.0433623026952,0.998046159841951,3.95556232201317,4.13116228337723,0.000671625137329102,4,1,512
7,4.05203287207056,1.01463800615022,3.96868644996941,4.1353792941717,0.00066065788269043,4,1,512
8,4.02943572323901,0.973454600071434,3.94018968339026,4.11868176308775,0.000641584396362305,4,1,512
9,3.96670618880564,1.02662512039945,3.87936216153056,4.05405021608073,0.000651359558105469,4,1,512
10,4.01857583433298,1.0021643984322,3.93314672988023,4.10400493878572,0.000654935836791992,4,1,512
11,3.98611819297288,0.986173107169751,3.89965239676649,4.07258398917928,0.000647306442260742,4,1,512
12,4.04699542450639,0.925252539320984,3.97140015778883,4.12259069122394,0.000651359558105469,4,1,512
13,4.03186217012688,1.02125911778392,3.94013356541265,4.12359077484111,0.000644445419311523,4,1,512
14,3.94675238277374,0.977980366681668,3.85987273533836,4.03363203020912,0.000650644302368164,4,1,512
15,4.04709058204607,0.967720872218188,3.96301096837559,4.13117019571655,0.000651836395263672,4,1,512
16,3.95768868641641,0.971544521371381,3.87329875830396,4.04207861452886,0.000644445419311523,4,1,512
17,4.02967085334204,1.00549369755097,3.94128909255045,4.11805261413363,0.000636577606201172,4,1,512
18,3.94366673646963,1.02327262047474,3.85366699475235,4.0336664781869,0.000649929046630859,4,1,512
19,4.01970405084065,0.986151090401938,3.93451812993497,4.10488997174632,0.000652313232421875,4,1,512
20,4.05991016749659,1.01856851549845,3.97079819980848,4.14902213518469,0.000646829605102539,4,1,512
21,4.00481120220898,0.973421190586267,3.91880556473889,4.09081683967908,0.000651836395263672,4,1,512
22,4.00748886535215,1.05240848419985,3.91284979749178,4.10212793321252,0.000642776489257812,4,1,512
23,3.99964777094345,0.982493647513182,3.91528773077755,4.08400781110936,0.000636816024780273,4,1,512
24,3.93051887367881,1.01042027382195,3.83656568030391,4.02447206705371,0.000659465789794922,4,1,512
25,4.07161930603054,0.982998215730063,3.98605150330712,4.15718710875396,0.00065922737121582,4,1,512
26,4.03010989978936,0.963001670102768,3.9445439405572,4.11567585902151,0.000646591186523438,4,1,512
27,4.05252716965961,1.00021782980514,3.96619722232539,4.13885711699382,0.000651121139526367,4,1,512
28,3.99384079306718,1.04180958972351,3.90464855385509,4.08303303227928,0.000650882720947266,4,1,512
29,3.95776334697772,0.967068979593849,3.87329554152564,4.0422311524298,0.000630855560302734,4,1,512
30,3.9265354297207,1.04817365992445,3.83955423729904,4.01351662214236,0.000643730163574219,4,1,512
31,3.9717246360679,0.982183214788884,3.88211009500765,4.06133917712816,0.000649929046630859,4,1,512
32,4.01007558634816,1.02679732728921,3.92018798540042,4.0999631872959,0.000631093978881836,4,1,512
33,4.02894073735469,0.988987271383288,3.94331195734151,4.11456951736787,0.000636816024780273,4,1,512
34,3.96954213459336,1.04955575370771,3.87700200588642,4.06208226330029,0.000618219375610352,4,1,512
35,3.95526851020898,1.01435087144736,3.87089182653189,4.03964519388606,0.000618696212768555,4,1,512
36,3.98689477667472,1.01699943538613,3.89479739731903,4.07899215603042,0.000619888305664062,4,1,512
37,3.92782667743518,1.03350620728837,3.84207687696361,4.01357647790675,0.000619649887084961,4,1,512
38,4.03969208337551,1.02903130176699,3.94790251389799,4.13148165285304,0.000608444213867188,4,1,512
39,3.98151139880668,1.09978364805902,3.87678118847655,4.08624160913682,0.000612497329711914,4,1,512
40,3.97118323034513,1.00710512109321,3.88535916896036,4.0570072917299,0.00191926956176758,4,1,512
41,4.01098093627153,0.990791876974747,3.92362729212128,4.09833458042179,0.00072169303894043,4,1,512
42,3.94760125779159,0.940114391856106,3.86730624959843,4.02789626598475,0.000672578811645508,4,1,512
43,4.0507779066983,0.981727958335716,3.96186893748077,4.13968687591583,0.000672340393066406,4,1,512
44,4.02069877505044,1.00276759623979,3.93741196280731,4.10398558729358,0.000656843185424805,4,1,512
45,4.02291941271391,0.997739620258538,3.94004078520143,4.10579804022639,0.000656366348266602,4,1,512
46,3.99476254424662,1.02235101958075,3.90179657649119,4.08772851200204,0.000644683837890625,4,1,512
47,3.8904456463192,0.989530515243229,3.80203681966675,3.97885447297165,0.000648260116577148,4,1,512
48,4.02942665647813,0.968030589681098,3.94522227736122,4.11363103559503,0.000638723373413086,4,1,512
49,4.01005025595892,0.9603679870352,3.9267606809165,4.09333983100133,0.000643491744995117,4,1,512
50,3.96199888846434,1.03667115138916,3.86453533871341,4.05946243821527,0.000646591186523438,4,1,512
51,4.00467280837595,1.03205378252464,3.91801707407925,4.09132854267266,0.000647544860839844,4,1,512
52,3.9574650494136,1.01584190629763,3.8652123621121,4.0497177367151,0.000648260116577148,4,1,512
53,4.03928900547352,0.988710720637218,3.95739484788827,4.12118316305877,0.000651836395263672,4,1,512
54,4.00394522210766,0.947246086794728,3.91912793600901,4.08876250820631,0.000634431838989258,4,1,512
55,3.98436642214316,0.990999397804245,3.8958564379082,4.07287640637812,0.000666618347167969,4,1,512
56,4.00385411247299,1.04874257179569,3.91384255069999,4.09386567424598,0.000654220581054688,4,1,512
57,4.01712180678554,0.993663225492104,3.93706931648584,4.09717429708524,0.000638246536254883,4,1,512
58,3.94907984904829,1.02364869470544,3.86047682007437,4.03768287802221,0.000650167465209961,4,1,512
59,4.04352305097403,1.01282327856866,3.95459428515463,4.13245181679342,0.000655889511108398,4,1,512
60,3.90446072383074,1.04098722718675,3.81025914386676,3.99866230379472,0.000650405883789062,4,1,512
61,3.95924143618943,1.00322872070254,3.87269497775425,4.04578789462461,0.000664472579956055,4,1,512
62,3.93362376096531,0.990001825029357,3.84942446922544,4.01782305270517,0.000655174255371094,4,1,512
63,3.95377982075134,0.98433404921564,3.86656626699443,4.04099337450825,0.00065302848815918,4,1,512
64,3.95603697387289,0.970609589212615,3.87834923909339,4.03372470865239,0.000663518905639648,4,1,512
65,4.04597525954542,0.979642101837877,3.95865511358778,4.13329540550307,0.00065302848815918,4,1,512
66,3.99021783192901,0.982961466840015,3.89850407579805,4.08193158805997,0.000658273696899414,4,1,512
67,4.00732354574734,0.988991400176453,3.92102048617806,4.09362660531663,0.000654935836791992,4,1,512
68,3.9643145025091,1.02638017616414,3.8759197945765,4.0527092104417,0.000647068023681641,4,1,512
69,4.05330163943042,1.03163744973622,3.96378941453227,4.14281386432857,0.000638008117675781,4,1,512
70,4.00739340554769,1.04108087242151,3.92303851076964,4.09174830032574,0.000661849975585938,4,1,512
71,3.96034069862841,0.994987275676625,3.87086545827172,4.04981593898509,0.000661134719848633,4,1,512
72,3.99469484245649,1.02417631640549,3.90317494823506,4.08621473667791,0.000641107559204102,4,1,512
73,4.08334222409987,0.95132070684626,3.99398651421532,4.17269793398443,0.000641584396362305,4,1,512
74,4.08267260715258,0.959972299678334,4.00083929514845,4.16450591915671,0.000639915466308594,4,1,512
75,4.03844864878317,1.03670295343229,3.94735594496753,4.12954135259882,0.000640392303466797,4,1,512
76,3.97545343240698,0.992012423714867,3.88794743818466,4.0629594266293,0.000636577606201172,4,1,512
77,3.99902003098574,1.01746240392082,3.91147191771503,4.08656814425645,0.000639677047729492,4,1,512
78,3.91459612657491,0.969519553046098,3.82690674080222,4.0022855123476,0.00191545486450195,4,1,512
79,4.03038692052567,0.995792827137519,3.94014227486158,4.12063156618975,0.000668764114379883,4,1,512
80,4.01795005570719,1.03637174680601,3.92229396600178,4.11360614541259,0.000726461410522461,4,1,512
81,4.01524076709023,1.03275001891763,3.92100169159215,4.10947984258832,0.000670433044433594,4,1,512
82,3.97541919975599,0.993170232768031,3.88586745904559,4.0649709404664,0.000667810440063477,4,1,512
83,4.00362133953092,0.976360547560169,3.9168120542365,4.09043062482534,0.000672817230224609,4,1,512
84,3.97587977987319,1.05897370016915,3.88532880992759,4.06643074981878,0.000649452209472656,4,1,512
85,4.0612925020849,1.00189687509385,3.97565399911106,4.14693100505874,0.00064849853515625,4,1,512
86,3.95471019004027,0.943732719817636,3.87753834252152,4.03188203755902,0.000643253326416016,4,1,512
87,4.03179372929542,0.950817998000753,3.9473215861833,4.11626587240754,0.000657796859741211,4,1,512
88,3.97760522767941,0.986535235661638,3.89429014220528,4.06092031315353,0.000690698623657227,4,1,512
89,3.98248074941002,0.966134723109357,3.90100703165425,4.06395446716578,0.000650405883789062,4,1,512
90,3.93543781518496,0.958539197069358,3.85839200923072,4.0124836211392,0.000647783279418945,4,1,512
